final_reward,step
-418.5377043943151,0
-339.2342345738052,1
-418.4743939825151,2
-298.6370297867675,3
-86.49392486095692,4
-169.17293273020806,5
-32.27368086630463,6
-146.47370989999524,7
-286.9907581713923,8
-298.694811160986,9
-449.1687179681112,10
-135.6611483912849,11
-306.9893284148242,12
-356.4744650793424,13
-173.78277084814383,14
-95.81006878975366,15
-240.49498572159072,16
-223.2155705293264,17
-148.25571054860933,18
-319.64392016885876,19
-216.20664233043937,20
-422.94083424390755,21
-359.7714687341881,22
-61.34864310920202,23
-18.1102322876377,24
-340.5816663088739,25
-168.5227664102427,26
-54.30548409519169,27
-142.36142891442648,28
-197.0449536354994,29
-385.6574455651255,30
-308.67202673593795,31
-274.31775123962393,32
-284.5347438485047,33
-421.63257595916696,34
-128.21656569561944,35
-147.0499391747165,36
-133.30665025254154,37
-398.8389351386381,38
-64.31761060815597,39
-96.95955779752373,40
-167.07053162905044,41
-163.25219759534187,42
-4.885789142716263,43
-253.39893138814224,44
-355.93553029445343,45
-88.87773330407036,46
-45.87233577920705,47
-450.9544885500391,48
-413.7189515941109,49
-279.448346147507,50
-110.02247991841463,51
-93.85904153436063,52
-493.25550916606414,53
-368.51445884088076,54
-224.1615118184553,55
-103.46151779840476,56
-117.50875962690364,57
-17.192398790371513,58
-187.20039073985765,59
-314.57238124156083,60
-410.31258571504577,61
-418.8485677232617,62
-146.81032331464135,63
-189.73388514053062,64
-158.67879854509965,65
-166.97972755186888,66
-332.05351197419645,67
-151.23679580624074,68
-124.97048186718199,69
-267.8703165491718,70
-109.89194197137063,71
-578.5120726822945,72
-371.8163820406255,73
-218.8862352164685,74
-154.58071565232103,75
-237.60515108965683,76
-100.28539442441624,77
-244.71637210162302,78
-159.91892589409883,79
-119.59741675013922,80
-280.17781018234973,81
-402.22915868679235,82
-226.5520235810708,83
-206.01848003678975,84
-75.04075507695185,85
-94.29202166580706,86
-24.598174170020414,87
-95.63112647014492,88
-284.4283583786674,89
-139.15567464122483,90
-2.385129262017614,91
-135.6844634699381,92
-333.4634071671655,93
-404.81221088699346,94
-224.0384705486103,95
-90.27770841724912,96
-500.2641025507865,97
-87.20866428386357,98
-120.72620048347896,99
-141.40969247907066,100
-254.91238003426284,101
-582.9424042106837,102
-214.6336947580008,103
-233.0251809437581,104
-119.50541960561111,105
-277.3158020723452,106
-121.81426238637401,107
-239.42106734980916,108
-83.67797141203368,109
-106.72034890079944,110
-391.22873108243147,111
-367.4397769894362,112
-82.01375486872556,113
-315.41239319894385,114
-61.47379833255439,115
-187.62870160698162,116
-240.46152135279422,117
-281.7144668251869,118
-394.60628452739707,119
-352.03804991774484,120
-213.073376832283,121
-171.9985296855919,122
-133.85096707111288,123
-90.00648019881908,124
-153.8093153628913,125
-157.53790808441167,126
-54.33271050758066,127
-149.61818165085413,128
-135.3266156463678,129
-120.67077660270866,130
-61.09652848716758,131
-63.28423056070524,132
-304.95580250796274,133
-81.59293015409244,134
-165.6345854168863,135
-53.24781188771387,136
-63.62563625365822,137
-186.5081756061343,138
-274.44290259094123,139
-349.6597441508303,140
-104.33862447389998,141
-49.57092432847205,142
-111.9876423313215,143
-336.83390493450725,144
-273.8781061325427,145
-158.65466417209186,146
-328.4279843176875,147
-80.50908115454021,148
-83.61841200129167,149
-203.2966218805655,150
-114.01303897442111,151
-147.44210537278795,152
-284.7205268470012,153
-173.08634402928868,154
-299.99197676014467,155
-376.2383492534394,156
-301.33352477402684,157
-105.84887604044236,158
-286.9697229122333,159
-358.1213082416381,160
-143.32844628429706,161
-169.76085059834355,162
-16.186884194571107,163
-125.88141309634004,164
-81.23905647158372,165
-56.93165732254957,166
-342.5627566264103,167
-280.1441179493292,168
-212.8375344476106,169
-271.46739459378443,170
-226.60521770697494,171
-301.7432119291693,172
-313.45826205125195,173
-263.4180918840561,174
-204.22716103335608,175
-127.86230674108387,176
-375.7689650649262,177
-430.02386045013475,178
-35.34171443984343,179
-357.0520523560712,180
-91.42665968305732,181
-232.94227271143936,182
-72.08023162289837,183
-349.28401457687204,184
-416.4778017014545,185
-56.542746986703555,186
-284.18188665229434,187
-263.98428458260605,188
-70.6710189066379,189
-274.8783410153054,190
-354.48453220798444,191
-282.72607825349036,192
-120.01131769931979,193
-161.56975445883754,194
-342.07852985729403,195
-294.6081843013362,196
-322.9001431260566,197
-214.15635662619508,198
-229.67670224516297,199
-412.2004200504321,200
-51.07393711017768,201
-184.13629287068989,202
-288.87759096420467,203
-90.562410664231,204
-113.28631120984471,205
-188.3981990484587,206
-69.88117299596331,207
-387.6861968573919,208
-302.2933529312044,209
-123.62187168883966,210
-85.37680357247066,211
-191.0074847723015,212
-85.3096778468723,213
-174.59362203912872,214
-325.11114535755166,215
-256.43377021927006,216
-186.95409665165877,217
-53.486458383245825,218
-512.7784013537956,219
-119.09755329345938,220
-270.7215918447894,221
-68.13141000109604,222
-322.62011871967957,223
-118.4145477491733,224
-94.58837022626494,225
-353.95275228637985,226
-47.77296641660583,227
-67.02539133758842,228
-225.37582854619077,229
-126.2629406291064,230
-197.57699366146343,231
-49.29032634677153,232
-49.60232463260769,233
-396.7669937766194,234
-495.091600597326,235
-304.67268881379255,236
-86.97831940521618,237
-143.96599572352116,238
-261.48302960105445,239
-264.28352305405303,240
-356.7102486765872,241
-241.94614520512482,242
-48.09926726026124,243
-29.835479762907866,244
-374.27216203116103,245
-207.7908959872338,246
-259.32754000045657,247
-134.69861129052177,248
-325.519223771272,249
-464.9518258866689,250
-373.0469367621045,251
-323.749078590172,252
-99.52506092996421,253
-336.60406803155036,254
-438.67822577543274,255
-73.73275833779098,256
-126.77958574130417,257
-48.706845962954226,258
-126.42075807064778,259
-368.4143577155394,260
-316.79105101759046,261
-86.75259431127486,262
-154.5256030682902,263
-429.3580371391628,264
-206.75951425945294,265
-213.71456595210026,266
-281.470271362055,267
-213.7827882280609,268
-314.675093546743,269
-589.0109219684023,270
-73.18061196075949,271
-244.33882848140058,272
-148.552295836785,273
-504.2320037412835,274
-324.4315191834587,275
-118.94134301257365,276
-119.31020302791882,277
-357.0189894613208,278
-469.2374616670617,279
-255.00541069876482,280
-69.08160680567994,281
-228.38872399329298,282
-26.81111508354941,283
-296.73293793189964,284
-51.791380089662866,285
-88.33447270931059,286
-370.92710094403293,287
-312.9895847072203,288
-180.99052356036248,289
-239.9702472988355,290
-319.52394364039105,291
-196.1360396223367,292
-380.8992199904313,293
-97.46371673539512,294
-119.92807943541098,295
-186.92801071959616,296
-623.0542464050068,297
-179.3810250448771,298
-43.138869276770734,299
-99.68894300048849,300
-65.69058291704732,301
-280.934061903905,302
-294.2180380189442,303
-220.46711002909512,304
-164.9511328590785,305
12.152394614905518,306
-327.0735903365478,307
-149.56260686275988,308
-247.93514894941865,309
-134.24479772459782,310
-440.0751561165027,311
-275.7785247271454,312
-45.78679823224505,313
-410.0381802467524,314
-410.54074827582497,315
-446.49130921631945,316
-265.2665660595411,317
-526.1828558531552,318
-335.2314175202902,319
-82.78595211647179,320
-105.33779160670613,321
-372.98778707494967,322
-39.80079393429253,323
-279.6661717501878,324
-163.39924346647192,325
-232.55313588452196,326
-113.06870850781561,327
-445.48953921852603,328
-370.0911435725758,329
-240.09940469405976,330
-318.27319818216813,331
-85.2789773009622,332
-241.96531807191155,333
-238.44880731238814,334
-251.06804664773125,335
-250.62480899005413,336
-254.39498498789737,337
-316.8194659699652,338
-226.15254951714115,339
-268.74794264003066,340
-404.1794070838143,341
-335.18346391304016,342
-211.89042309099636,343
-90.73307240473531,344
-288.397698568132,345
-389.1826932681824,346
-149.71129731973986,347
-318.24989291950766,348
-433.8899397208577,349
-249.98439442925448,350
-428.49954897158136,351
-121.75436138011119,352
-136.24204439004149,353
-151.24469423292294,354
-352.4728935462562,355
-460.76102432985095,356
-141.67793874210537,357
-156.77006331710766,358
-346.5144062086178,359
-202.632755903268,360
-152.80371349031276,361
-115.8661987283885,362
-264.30826976685194,363
-354.23818063795585,364
-172.43169976767496,365
-44.20243149792183,366
-118.46043523559906,367
-62.31531603380779,368
-85.85997666502085,369
-72.14902739226645,370
-140.96649518341735,371
-165.41446236555547,372
-92.22824691212384,373
-115.75557568828151,374
-274.07904489658085,375
